id,title,status,is_active,country,website,sphere_dataset_link,links_to_data,has_numerical_data,has_presence_values,population,sampled_locations,sampling_started,total_samples,total_dates_sampled,last_update,notes,targets,data_format,sampling_technique,category
9e167500-6dc5-42e4-9d07-2fdbbc894e09,Canada - CentrEau,,True,CA,"{'uri': 'https://www.centreau.ulaval.ca/donnees-du-projet-centreau-covid/', 'title': '', 'options': []}",,[],True,True,,,2021-01-15,511,0,,,N2; PMMoV,,,Data Dashboard included in W-SPHERE
814d3ad2-9ab4-4416-8e92-0195d3e8592f,Austria - SARS-CoV-2 Abwassermonitoring,,True,AU,"{'uri': 'https://corona.hydro-it.com/', 'title': '', 'options': []}",,[],True,True,,,2020-02-07,1163,0,,,N1,,24-hour composite,Data Dashboard included in W-SPHERE
ec1e9e01-2f13-46e9-9207-8ca129363a16,USA - Idaho  - Boise,,True,US,"{'uri': 'https://www.cityofboise.org/departments/mayor/coronavirus-covid-19-information/covid-19-data/wastewater-testing/', 'title': '', 'options': []}",,[],True,True,,,2020-05-26,380,,,,N1,CSV,,Data Dashboard included in W-SPHERE
e7b00ef1-ea45-4fad-a7ea-1c12351ce1bd,Indonesia - Working Group,,True,ID,,,[],True,True,,,2021-07-28,753,,,,N1; Orf1ab,,,Data Dashboard included in W-SPHERE
00eca8c1-8268-4003-b05c-a671f977c11a,Slovenia - Country Dashboard,,True,SI,"{'uri': 'https://covid-19.sledilnik.org/en/faq#sewage-chart', 'title': '', 'options': []}",,[],True,True,,,2020-10-22,429,0,,https://github.com/sledilnik/data/blob/master/csv/sewage.csv,N1; N2; PMMoV,,,Data Dashboard included in W-SPHERE
fa0cbe16-9c27-4fb6-9910-18ba4eb16424,USA - Wisconsin Dashboard ,,True,US,"{'uri': 'https://www.dhs.wisconsin.gov/covid-19/wastewater.htm', 'title': '', 'options': []}",https://dev.w4c.venthic.com/sites/default/files/uploaded_resources/wisconsin_samples.geojson,[],False,False,,,2020-08-26,7233,227,,,N1,,,Data Dashboard included in W-SPHERE (not standardized)
32136dab-009c-4e31-b0de-d85160619cb4,Thailand - Bangkok,,True,TH,,,[],True,True,,,2021-01-14,236,0,2022-05-13,,crAssphage; N1,CSV,,Data Dashboard included in W-SPHERE
112ef2b1-a22c-495f-922c-9e9c3bf737b2,South Korea - Korea University,,True,KO,,,[],True,True,,,2021-07-22,97,0,2022-05-13,,N1; N2,CSV,,Data Dashboard included in W-SPHERE (not standardized)
fc8ff807-b540-42a1-8f27-b764b0d90418,Netherlands – specific sites,,False,NL,"{'uri': 'https://www.kwrwater.nl/en/actueel/sewage-monitoring-as-an-early-warning-system-for-corona', 'title': '', 'options': []}",https://sphere.waterpathogens.org/sites/default/files/uploaded_resources/kwr_samples_new.geojson,[],True,True,1395507,,2020-02-05,1775,163,,,N2,CSV,,Data Dashboard included in W-SPHERE
6c26f0e2-3c6d-4378-a4f8-b821a67b8a5e,India - Karnataka - Bangalore,,True,IN,"{'uri': 'https://storymaps.arcgis.com/stories/c42be68c85634d19a5d92873a10bda66', 'title': '', 'options': []}",,[],True,True,,,,389,0,,,E; N1; N2; RdRp,,,Data Dashboard included in W-SPHERE
9747b99f-b847-4992-846c-d91d53cf0dd8,Denmark - country dashboard,,False,DN,"{'uri': 'https://covid19.ssi.dk/overvagningsdata/overvaagning-af-sarscov2-i-spildevand', 'title': '', 'options': []}",,[],True,True,,,,0,0,,,,,,Data Dashboard
63cc6406-ea42-4e1b-9932-e2a29adc3e68,United Kingdom - Wales - Cardiff,,False,GB,"{'uri': 'https://gov.wales/advice-coronavirus-technical-advisory-cell#Wastewater', 'title': '', 'options': []}",,[],True,True,,,,0,0,,,,,,Data Dashboard
4963a043-83a9-4b13-9711-ecf6e1a7d7bd,Republic of Ireland - Dublin - Leinster,,False,IE,"{'uri': 'https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/wastewatersurveillanceprogramme/', 'title': '', 'options': []}",,[],True,True,,,,0,0,,,,,,Data Dashboard
3de8eda0-0f33-4990-b2f5-fd63dec959af,Denmark - Copenhagen,,False,DN,"{'uri': 'https://experience.arcgis.com/experience/aa41b29149f24e20a4007a0c4e13db1d/page/Regionalt/', 'title': '', 'options': []}",,[],True,True,,,,0,0,,,,,,Data Dashboard
3cfffe7d-2a63-4606-8a5b-59b8bbf683a7,Cyprus - country dashboard,,False,CY,"{'uri': 'https://covid-pulse.cy/', 'title': '', 'options': []}",,[],True,True,,,,0,0,,,,,,Data Dashboard
0471d463-a439-474e-ace1-05e98e4cd2cc,Israel - country dashboard,,False,IS,"{'uri': 'https://app.powerbi.com/view?r=eyJrIjoiNjY5ZjM2ZTctMGM5Mi00NTZmLTk0NjMtZWQ2OThkYWZhMTA1IiwidCI6ImIzYzdlZDM0LWQxZjAtNDg5Zi05YzllLWE0YmNlYTk0YmJlNCIsImMiOjl9', 'title': '', 'options': []}",,[],True,True,,,,0,0,,,,,,Data Dashboard
12419aea-10a6-4cde-a34b-c5ea15df35ea,Latvia - country dashboard,,False,LV,"{'uri': 'https://bior.lv/lv/par-mums/jaunumi/notekudenu-monitorings-covid-19-izplatibas-noteiksanai', 'title': '', 'options': []}",,[],True,True,,,,0,0,,,,,,Data Dashboard
359463b0-1530-420e-8f08-37c7ceeca125,USA - Michigan,,False,US,"{'uri': 'https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173-573480--,00.html', 'title': '', 'options': []}",,[],True,True,,,,0,0,,,,,,Data Dashboard
4253cc69-8346-4035-8af3-d81cf52300fb,Bangladesh - Dhaka,,False,BG,"{'uri': 'https://erin-wettstone.shinyapps.io/Dashboard_V6/', 'title': '', 'options': []}",,[],True,True,,,,0,0,,,,,,Data Dashboard
c148a1f7-8728-4b79-ac3b-64e80cac3e59,Brazil - Porto Velho & Candeias do Jamari,,False,BR,,,[],True,True,,,,131,0,2022-05-31,,N1,,,Data Dashboard included in W-SPHERE (not standardized)
c09e0f24-6238-4997-96be-1e298f44de50,Malawi - Blantyre - Working group,,True,MW,,,[],True,True,,,2020-05-06,2524,,2021-01-07,,N1,,,Data Dashboard included in W-SPHERE (not standardized)
6310959d-fa00-4a87-b2a9-0425385ebbc4,USA - Ohio Dashboard,,True,US,"{'uri': 'https://coronavirus.ohio.gov/wps/portal/gov/covid-19/dashboards/wastewater', 'title': '', 'options': []}",https://dev.w4c.venthic.com/sites/default/files/uploaded_resources/ohio_samples_202106.geojson,[],False,False,,,2020-07-19,12672,141,,,,,,Data Dashboard included in W-SPHERE
7a36105a-eb43-4545-89f5-1076cc757fbd,Luxembourg - Country Dashboard,,True,LU,"{'uri': 'https://www.list.lu/en/covid-19/coronastep/', 'title': '', 'options': []}",,[],True,True,,,2020-03-30,2545,,,,E; N1,PDF,composite,Data Dashboard included in W-SPHERE
488dfbf6-65d6-41cc-ae55-57bc8a7264e7,Hungary - Country Dashboard,,True,HU,"{'uri': 'https://www.nnk.gov.hu/index.php/koronavirus/szennyvizvizsgalatok', 'title': '', 'options': []}",,[],True,True,,,2021-08-30,2943,,,,N1,Website,,Data Dashboard included in W-SPHERE
12661b66-4880-4032-903a-ecb84be0e054,Finland - Country Dashboard,,True,FI,"{'uri': 'https://www.thl.fi/episeuranta/jatevesi/jatevesiseuranta_viikkoraportti.html', 'title': '', 'options': []}",,[],True,True,,,2020-08-03,1839,,,,N2,CSV,,Data Dashboard included in W-SPHERE
a2e68e7d-3350-4e98-80ee-eb026ae8c5bd,Netherlands - RIVM,,True,NL,"{'uri': 'https://coronadashboard.government.nl/landelijk/rioolwater', 'title': '', 'options': []}",,[],True,True,,,2020-03-30,141786,0,2022-03-15,,N1; N2,,,Data Dashboard included in W-SPHERE (not standardized)
d68fa27d-beb2-4531-b85f-ac43e4fd4732,Catalonia - ICRA,,True,ES,"{'uri': 'https://sarsaigua.icra.cat/', 'title': '', 'options': []}",https://sphere.waterpathogens.org/sites/default/files/uploaded_resources/catalonia_samples_202103.geojson,[],True,True,,,2020-07-06,6309,47,,,E; IP4; N1; N2,Application,,Data Dashboard included in W-SPHERE
cbc150b6-5632-4c09-848c-4005be1eadcd,United Kingdom - Scotland Dashboard,,True,GB,"{'uri': 'https://informatics.sepa.org.uk/RNAmonitoring/', 'title': '', 'options': []}",https://sphere.waterpathogens.org/sites/default/files/uploaded_resources/sepa_samples.geojson,[],True,True,,,2020-05-28,23562,,,,N1,CSV,,Data Dashboard included in W-SPHERE
af0a76f3-4f72-4aa9-82bc-3adfea31f4d2,Switzerland - country data - Eawag,,True,CH,"{'uri': 'http://sensors-eawag.ch/sars/overview.html', 'title': '', 'options': []}",https://sphere.waterpathogens.org/sites/default/files/uploaded_resources/switzerland_samples.geojson,[],True,True,,,2020-07-07,5813,182,,,N1,,,Data Dashboard included in W-SPHERE
